Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
746,Chandigarh,HRTC - 620,Ordinary 3+2 Non AC Seater,15:10,20:40,05h 30m,INR 364,37 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
747,Chandigarh,HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,23:20,06h 40m,INR 378,36 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
748,Chandigarh,HRTC - 401270,Ordinary 3+2 Non AC Seater,17:05,21:05,04h 00m,INR 310,32 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
749,Chandigarh,HRTC - 621,Ordinary 3+2 Non AC Seater,17:10,00:15,07h 05m,INR 364,28 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
750,Chandigarh,HRTC - 955,Ordinary 3+2 Non AC Seater,17:40,23:55,06h 15m,INR 334,36 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
751,Chandigarh,HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,00:10,04h 10m,INR 545,28 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
752,Chandigarh,HRTC - 402617,Ordinary 3+2 Non AC Seater,20:30,00:30,04h 00m,INR 310,32 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
753,Chandigarh,HRTC - 622,Ordinary 3+2 Non AC Seater,21:15,02:30,05h 15m,INR 369,37 Seats available,"3.3
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
754,Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,INR 499,29 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
755,Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,550,24 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
756,Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,600,28 Seats available,4.6,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
757,Chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),22:00,01:15,03h 15m,1044,41 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
758,Chandigarh,HRTC - 1517,Ordinary 3+2 Non AC Seater,15:35,23:05,07h 30m,INR 461,37 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
759,Chandigarh,HRTC - 1525,A/C Executive (2+3),18:30,01:30,07h 00m,INR 482,44 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
760,Chandigarh,HRTC - 215,Ordinary 3+2 Non AC Seater,22:30,06:30,08h 00m,INR 530,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
761,Chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),13:00,19:00,06h 00m,INR 330,51 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
762,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),13:00,17:35,04h 35m,INR 499,37 Seats available,"3.8
148",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
763,Chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),13:23,20:00,06h 37m,INR 330,51 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
764,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),13:40,18:15,04h 35m,449,28 Seats available,"4.2
28",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
765,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),13:45,18:15,04h 30m,449,30 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
766,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),13:47,18:15,04h 28m,449,29 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
767,Chandigarh,Khurana Bus Service,Volvo A/C (2+2),14:20,19:30,05h 10m,595,24 Seats available,"3.0
14",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
768,Chandigarh,Khurana Bus Service,Volvo A/C (2+2),14:25,19:30,05h 05m,510,28 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
769,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),14:40,19:00,04h 20m,688,30 Seats available,"3.2
117",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
770,Chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),16:00,20:40,04h 40m,688,37 Seats available,"3.7
98",https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Chandigarh to Pathankot
771,south bengal,SBSTC-JHALDA - KARUNAMOYEE - VIA - PRL/ASN - 05:00 - 1089,Non AC Seater (2+3),10:45,14:45,04h 00m,INR 155,40 Seats available,"4.2
30",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
772,south bengal,SBSTC-BAGMUNDI - KOLKATA - 05:00 (BEL DEPOT) - 764,Non AC Seater (2+3),10:50,14:20,03h 30m,INR 150,48 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
773,south bengal,SBSTC-PURULIA - KOLKATA - 07:15 - (VIA ASN) (HWH DEPO - 2763,Non AC Seater (2+3),11:05,14:35,03h 30m,INR 150,52 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
774,south bengal,SBSTC-DURGAPUR - KARUNAMOYEE - 11:45 (DGP DEPOT) - 139,Non AC Seater (2+3),11:45,15:45,04h 00m,INR 155,45 Seats available,"3.9
80",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
775,south bengal,SBSTC-DURGAPUR - KOLKATA - 12:00 (DGP DEPOT) - 131,Non AC Seater (2+3),12:00,15:30,03h 30m,INR 150,52 Seats available,"3.9
42",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
776,south bengal,SBSTC-BANKURA - KARUNAMOYEE - 10:15 (BNK DEPOT) - 820,Non AC Seater (2+3),12:15,16:15,04h 00m,INR 155,29 Seats available,"4.0
47",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
777,south bengal,SBSTC-ASANSOL - KOLKATA - L/S - 11:10 (ASANSOL DEPOT) - 149,Non AC Seater (2+3),12:20,15:50,03h 30m,INR 150,45 Seats available,"2.3
7",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
778,south bengal,SBSTC-ASANSOL - KOLKATA - 11:30 (HOWRAH DEPOT) - 747,Non AC Seater (2+3),12:40,16:10,03h 30m,INR 150,52 Seats available,"4.6
18",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
779,south bengal,SBSTC-ASANSOL - KARUNAMOYEE - 11:35 (BEL DEPOT) - 213,Non AC Seater (2+3),12:45,16:45,04h 00m,INR 155,50 Seats available,"3.7
67",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
780,south bengal,SBSTC-DURGAPUR - KOLKATA - 13:00 (DGP DEPOT) - 226,Non AC Seater (2+3),13:00,16:30,03h 30m,INR 150,52 Seats available,"3.2
55",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
781,south bengal,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),10:30,14:30,04h 00m,INR 486,34 Seats available,"4.7
146",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
782,south bengal,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C Semi Sleeper (2+2),10:55,14:55,04h 00m,INR 486,10 Seats available,"3.4
43",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
783,south bengal,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),11:00,15:00,04h 00m,INR 486,12 Seats available,"3.9
111",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
784,south bengal,Greenline,Volvo A/C Seater (2+2),11:30,15:30,04h 00m,INR 486,24 Seats available,"4.5
147",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
785,south bengal,Greenline (Karunamoyee),Volvo A/C Seater (2+2),12:00,15:50,03h 50m,INR 486,21 Seats available,"4.5
202",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
786,south bengal,SBSTC-KOLKATA - BURDWAN - 10:45 (BWN DEPOT) - 72,Non AC Seater (2+3),10:45,12:45,02h 00m,INR 95,52 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
787,south bengal,SBSTC-KARUNAMOYEE - BURDWAN - 10:45 (BWN DEPOT) - 710,Non AC Seater (2+3),10:45,12:45,02h 00m,INR 100,52 Seats available,"3.6
53",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
788,south bengal,SBSTC-KOLKATA - BURDWAN - 11:05 (KALNA DEPOT) - 938,Non AC Seater (2+3),11:05,13:05,02h 00m,INR 95,52 Seats available,"3.0
8",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
789,south bengal,SBSTC-KOLKATA - DURGAPUR - L/S - 11:20 (DGP DEPOT) - 758,Non AC Seater (2+3),11:20,13:20,02h 00m,INR 95,52 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
790,south bengal,SBSTC-KOLKATA - BURDWAN - 11:25 (BWN DEPOT) - 74,Non AC Seater (2+3),11:25,13:25,02h 00m,INR 95,51 Seats available,"3.3
12",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
791,south bengal,SBSTC-KARUNAMOYEE - BURDWAN - 11:45 (BWN DEPOT) - 110,Non AC Seater (2+3),11:45,13:45,02h 00m,INR 100,52 Seats available,"3.7
59",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
792,south bengal,SBSTC-KOLKATA - NANOOR - 11:55 (BWN DEPOT) - 1110,Non AC Seater (2+3),11:55,13:55,02h 00m,INR 95,52 Seats available,"2.8
7",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
793,south bengal,SBSTC-KARUNAMOYEE - BURDWAN - A/C - 12:00 (BWN DEPOT) - 1634,AC Seater (2+2),12:00,14:00,02h 00m,INR 200,28 Seats available,"3.8
75",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
794,south bengal,SBSTC-KARUNAMOYEE - SURI - 12:10 (Suri Depot) - 1366,Non AC Seater (2+3),12:10,14:10,02h 00m,INR 100,50 Seats available,"4.1
10",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
795,south bengal,SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 12:20 - 3010,Non AC Seater (2+3),12:20,14:20,02h 00m,INR 95,51 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
796,south bengal,SBSTC-KARUNAMOYEE - BURDWAN - 12:30 (BWN DEPOT) - 112,Non AC Seater (2+3),12:30,14:30,02h 00m,INR 100,49 Seats available,"4.4
42",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
797,south bengal,SBSTC-KOLKATA - ASANSOL - L/S - 12:30 (ASANSOL DEPOT) - 252,Non AC Seater (2+3),12:30,14:30,02h 00m,INR 95,52 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
798,south bengal,SBSTC-KOLKATA - BURDWAN - 12:35 (BWN DEPOT) - 1050,Non AC Seater (2+3),12:35,14:35,02h 00m,INR 95,48 Seats available,3.6,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
799,south bengal,SBSTC-KARUNAMOYEE - BURDWAN - 13:00 (KALNA DEPOT) - 113,Non AC Seater (2+3),13:00,15:00,02h 00m,INR 100,51 Seats available,"3.0
31",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
